ID,Resistance(mO),Voltage,Temperature(?),DateTime,Resistance2,Voltage2,Temperature2,DateTime2
3887,5.78,3.274,0,08-12-2022 11:43,5.8,3.27,0,20-12-2022 15:17
3888,5.82,3.282,0,08-12-2022 11:43,5.93,3.277,0,20-12-2022 15:17
3889,5.86,3.281,0,08-12-2022 11:43,6.02,3.279,0,20-12-2022 15:18
3890,5.72,3.28,0,08-12-2022 11:43,5.79,3.28,0,20-12-2022 15:18
3891,5.8,3.279,0,08-12-2022 11:43,5.77,3.283,0,20-12-2022 15:18
3892,5.72,3.281,0,08-12-2022 11:43,5.79,3.279,0,20-12-2022 15:18
3893,5.79,3.279,0,08-12-2022 11:43,5.94,3.28,0,20-12-2022 15:18
3894,5.78,3.279,0,08-12-2022 11:43,5.88,3.28,0,20-12-2022 15:19
3895,5.72,3.282,0,08-12-2022 11:44,5.7,3.282,0,20-12-2022 15:19
3896,5.91,3.283,0,08-12-2022 11:44,5.71,3.28,0,20-12-2022 15:19
3897,5.94,3.27,0,08-12-2022 11:44,6,3.271,0,20-12-2022 15:19
3898,5.77,3.258,0,08-12-2022 11:44,5.76,3.26,0,20-12-2022 15:19
3899,5.9,3.281,0,08-12-2022 11:44,5.85,3.28,0,20-12-2022 15:19
3900,6.05,3.28,0,08-12-2022 11:44,5.92,3.278,0,20-12-2022 15:20
3901,5.95,3.28,0,08-12-2022 11:45,5.94,3.279,0,20-12-2022 15:20
3902,5.63,3.276,0,08-12-2022 11:45,5.6,3.28,0,20-12-2022 15:20
3903,5.76,3.281,0,08-12-2022 11:46,5.94,3.28,0,20-12-2022 15:20
3904,5.94,3.282,0,08-12-2022 11:46,5.79,3.28,0,20-12-2022 15:20
3905,5.75,3.281,0,08-12-2022 11:46,5.65,3.277,0,20-12-2022 15:21
3906,5.82,3.279,0,08-12-2022 11:46,5.91,3.28,0,20-12-2022 15:21
3907,5.8,3.282,0,08-12-2022 11:46,5.95,3.281,0,20-12-2022 15:21
3908,5.79,3.28,0,08-12-2022 11:46,5.84,3.28,0,20-12-2022 15:22
3909,5.76,3.282,0,08-12-2022 11:46,5.94,3.28,0,20-12-2022 15:22
3910,5.97,3.282,0,08-12-2022 11:46,5.79,3.28,0,20-12-2022 15:22
3911,6,3.28,0,08-12-2022 11:47,5.87,3.281,0,20-12-2022 15:22
3912,5.83,3.281,0,08-12-2022 11:47,5.79,3.281,0,20-12-2022 15:22
3913,5.74,3.278,0,08-12-2022 11:47,5.83,3.28,0,20-12-2022 15:23
3914,5.83,3.281,0,08-12-2022 11:47,5.9,3.28,0,20-12-2022 15:23
3915,5.84,3.277,0,08-12-2022 11:47,5.89,3.28,0,20-12-2022 15:23
3916,5.9,3.281,0,08-12-2022 11:47,5.78,3.278,0,20-12-2022 15:23
3917,5.9,3.275,0,08-12-2022 11:47,5.87,3.278,0,20-12-2022 15:23
3918,5.75,3.281,0,08-12-2022 11:47,5.86,3.282,0,20-12-2022 15:24
3919,5.79,3.28,0,08-12-2022 11:48,5.95,3.281,0,20-12-2022 15:24
3920,5.85,3.278,0,08-12-2022 11:48,5.96,3.281,0,20-12-2022 15:24
3921,5.71,3.282,0,08-12-2022 11:48,5.66,3.278,0,20-12-2022 15:24
3922,5.81,3.281,0,08-12-2022 11:48,5.79,3.281,0,20-12-2022 15:24
3923,5.75,3.28,0,08-12-2022 11:48,5.94,3.279,0,20-12-2022 15:24
3924,5.77,3.282,0,08-12-2022 11:48,5.78,3.28,0,20-12-2022 15:25
3925,5.9,3.273,0,08-12-2022 11:48,5.87,3.27,0,20-12-2022 15:25
3926,5.82,3.278,0,08-12-2022 11:49,5.74,3.279,0,20-12-2022 15:25
3927,5.81,3.271,0,08-12-2022 11:49,5.89,3.27,0,20-12-2022 15:26
3928,5.76,3.281,0,08-12-2022 11:49,5.75,3.279,0,20-12-2022 15:26
3929,5.93,3.277,0,08-12-2022 11:49,5.88,3.28,0,20-12-2022 15:26
3930,5.7,3.283,0,08-12-2022 11:49,5.73,3.278,0,20-12-2022 15:26
3931,5.77,3.282,0,08-12-2022 11:49,5.81,3.281,0,20-12-2022 15:27
3932,5.88,3.282,0,08-12-2022 11:49,5.93,3.28,0,20-12-2022 15:27
3933,5.77,3.279,0,08-12-2022 11:50,5.77,3.275,0,20-12-2022 15:27
3934,5.85,3.281,0,08-12-2022 11:50,5.97,3.281,0,20-12-2022 15:28
3935,5.98,3.281,0,08-12-2022 11:50,5.86,3.281,0,20-12-2022 15:28
3936,5.82,3.282,0,08-12-2022 11:50,5.76,3.278,0,20-12-2022 15:28
3937,5.86,3.282,0,08-12-2022 11:50,5.8,3.279,0,20-12-2022 15:28
3938,5.87,3.282,0,08-12-2022 11:50,5.85,3.279,0,20-12-2022 15:28
3939,5.82,3.282,0,08-12-2022 11:50,5.79,3.279,0,20-12-2022 15:29
3940,6.06,3.281,0,08-12-2022 11:50,5.98,3.28,0,20-12-2022 15:29
3941,5.9,3.282,0,08-12-2022 11:51,5.96,3.281,0,20-12-2022 15:29
3942,5.91,3.281,0,08-12-2022 11:51,5.92,3.28,0,20-12-2022 15:29
3943,5.7,3.282,0,08-12-2022 11:51,5.88,3.283,0,20-12-2022 15:29
3944,5.71,3.281,0,08-12-2022 11:51,5.79,3.283,0,20-12-2022 15:30
3945,5.8,3.28,0,08-12-2022 11:51,5.78,3.282,0,20-12-2022 15:30
3946,5.8,3.272,0,08-12-2022 11:51,5.63,3.27,0,20-12-2022 15:30
3947,5.84,3.28,0,08-12-2022 11:52,5.77,3.279,0,20-12-2022 15:31
3948,5.7,3.285,0,08-12-2022 11:52,5.83,3.284,0,20-12-2022 15:31
3949,5.73,3.277,0,08-12-2022 11:52,5.79,3.28,0,20-12-2022 15:31
3950,5.75,3.278,0,08-12-2022 11:52,5.79,3.279,0,20-12-2022 15:31
3951,5.76,3.282,0,08-12-2022 11:52,5.71,3.28,0,20-12-2022 15:31
3952,5.88,3.281,0,08-12-2022 11:52,5.79,3.281,0,20-12-2022 15:32
3953,5.69,3.281,0,08-12-2022 11:52,5.72,3.28,0,20-12-2022 15:32
3954,5.99,3.281,0,08-12-2022 11:52,5.79,3.279,0,20-12-2022 15:32
3955,5.78,3.282,0,08-12-2022 11:53,5.67,3.28,0,20-12-2022 15:32
3956,5.84,3.28,0,08-12-2022 11:53,5.82,3.279,0,20-12-2022 15:32
3957,5.93,3.281,0,08-12-2022 11:53,5.79,3.281,0,20-12-2022 15:33
3958,5.78,3.282,0,08-12-2022 11:53,5.83,3.28,0,20-12-2022 15:33
3959,5.63,3.277,0,08-12-2022 11:53,5.6,3.281,0,20-12-2022 15:33
3960,5.71,3.28,0,08-12-2022 11:53,5.72,3.281,0,20-12-2022 15:33
3961,5.76,3.278,0,08-12-2022 11:54,5.8,3.278,0,20-12-2022 15:33
3962,5.99,3.282,0,08-12-2022 11:54,5.85,3.279,0,20-12-2022 15:34
3963,5.92,3.28,0,08-12-2022 11:54,5.78,3.281,0,20-12-2022 15:34
3964,5.79,3.281,0,08-12-2022 11:54,5.8,3.282,0,20-12-2022 15:34
3965,5.84,3.281,0,08-12-2022 11:54,5.84,3.279,0,20-12-2022 15:34
3966,5.88,3.273,0,08-12-2022 11:54,5.85,3.27,0,21-12-2022 14:22
3967,5.81,3.282,0,08-12-2022 11:54,5.84,3.279,0,21-12-2022 16:06
3968,5.84,3.282,0,08-12-2022 11:54,5.72,3.278,0,21-12-2022 16:06
3969,5.75,3.281,0,08-12-2022 11:55,5.7,3.278,0,21-12-2022 16:06
3970,5.8,3.276,0,08-12-2022 11:55,5.73,3.279,0,21-12-2022 16:07
3971,5.67,3.281,0,08-12-2022 11:55,5.68,3.277,0,21-12-2022 16:07
3972,5.81,3.281,0,08-12-2022 11:55,5.87,3.279,0,21-12-2022 16:07
3973,5.66,3.281,0,08-12-2022 11:55,5.66,3.28,0,21-12-2022 16:07
3974,5.84,3.282,0,08-12-2022 11:55,5.74,3.281,0,21-12-2022 16:07
3975,5.89,3.281,0,08-12-2022 11:55,5.79,3.278,0,21-12-2022 16:07
3976,5.82,3.281,0,08-12-2022 11:56,5.85,3.281,0,21-12-2022 16:08
3977,5.72,3.28,0,08-12-2022 11:56,5.79,3.279,0,21-12-2022 16:08
3978,5.74,3.281,0,08-12-2022 11:56,5.79,3.281,0,21-12-2022 16:08
3979,5.83,3.28,0,08-12-2022 11:56,5.75,3.277,0,21-12-2022 16:08
3980,5.75,3.28,0,08-12-2022 11:56,5.77,3.279,0,21-12-2022 16:08
3981,5.65,3.28,0,08-12-2022 11:57,5.82,3.278,0,21-12-2022 16:08
3982,5.83,3.281,0,08-12-2022 11:57,5.9,3.281,0,21-12-2022 16:08
3983,5.67,3.278,0,08-12-2022 11:57,5.7,3.279,0,21-12-2022 16:08
3984,5.71,3.28,0,08-12-2022 11:57,5.79,3.281,0,21-12-2022 16:09
3985,5.7,3.281,0,08-12-2022 11:57,5.73,3.279,0,21-12-2022 16:09
3986,5.75,3.28,0,08-12-2022 11:57,5.67,3.281,0,21-12-2022 16:09
3987,5.72,3.281,0,08-12-2022 11:57,5.75,3.278,0,21-12-2022 16:17
3988,5.73,3.28,0,08-12-2022 11:58,5.72,3.281,0,21-12-2022 16:17
3989,5.67,3.28,0,08-12-2022 11:58,5.77,3.281,0,21-12-2022 16:18
3990,5.73,3.282,0,08-12-2022 11:58,5.67,3.279,0,21-12-2022 16:18
3991,5.57,3.281,0,08-12-2022 11:58,5.6,3.28,0,21-12-2022 16:19
3992,5.71,3.281,0,08-12-2022 11:58,5.63,3.28,0,21-12-2022 16:19
3993,5.78,3.278,0,08-12-2022 11:58,5.88,3.275,0,21-12-2022 16:19
3994,5.69,3.28,0,08-12-2022 11:58,5.65,3.277,0,21-12-2022 16:19
3995,5.86,3.281,0,08-12-2022 11:58,5.79,3.281,0,21-12-2022 16:19
3996,5.71,3.281,0,08-12-2022 11:59,5.77,3.281,0,21-12-2022 16:20
3997,5.81,3.28,0,08-12-2022 11:59,5.9,3.28,0,21-12-2022 16:20
3998,5.69,3.282,0,08-12-2022 11:59,5.79,3.279,0,21-12-2022 16:20
3999,5.7,3.281,0,08-12-2022 11:59,5.73,3.279,0,21-12-2022 16:20
4000,5.81,3.282,0,08-12-2022 11:59,5.75,3.28,0,21-12-2022 16:20
4001,5.78,3.28,0,08-12-2022 12:15,5.82,3.28,0,21-12-2022 16:20
4002,5.86,3.279,0,08-12-2022 12:16,5.79,3.275,0,21-12-2022 16:20
4003,5.87,3.281,0,08-12-2022 12:16,5.71,3.279,0,21-12-2022 16:20
4004,5.75,3.267,0,08-12-2022 12:16,5.9,3.27,0,21-12-2022 16:21
4005,5.92,3.278,0,08-12-2022 12:47,5.96,3.28,0,21-12-2022 16:21
4006,5.85,3.277,0,08-12-2022 12:48,5.76,3.279,0,21-12-2022 16:21
4007,5.62,3.28,0,08-12-2022 12:48,5.75,3.279,0,21-12-2022 16:21
4008,5.81,3.275,0,08-12-2022 12:48,5.81,3.279,0,21-12-2022 16:21
4009,5.86,3.279,0,08-12-2022 12:48,5.86,3.277,0,21-12-2022 16:21
4010,5.72,3.279,0,08-12-2022 12:48,5.63,3.28,0,21-12-2022 16:22
4011,5.62,3.279,0,08-12-2022 12:49,5.67,3.281,0,21-12-2022 16:22
4012,5.87,3.28,0,08-12-2022 12:49,5.82,3.281,0,21-12-2022 16:22
4013,5.91,3.281,0,08-12-2022 12:49,5.71,3.279,0,21-12-2022 16:22
4014,5.77,3.281,0,08-12-2022 12:49,5.71,3.281,0,21-12-2022 16:22
4015,5.75,3.28,0,08-12-2022 12:49,5.89,3.281,0,21-12-2022 16:22
4016,5.86,3.274,0,08-12-2022 12:49,5.8,3.275,0,21-12-2022 16:22
4017,5.69,3.277,0,08-12-2022 12:49,5.75,3.279,0,21-12-2022 16:23
4018,5.7,3.277,0,08-12-2022 12:49,5.7,3.28,0,21-12-2022 16:23
4019,5.78,3.28,0,08-12-2022 12:50,5.63,3.281,0,21-12-2022 16:23
4020,5.82,3.279,0,08-12-2022 12:50,5.72,3.278,0,21-12-2022 16:23
4021,5.83,3.256,0,08-12-2022 12:50,5.77,3.26,0,21-12-2022 16:23
4022,5.77,3.262,0,08-12-2022 12:50,5.71,3.266,0,21-12-2022 16:23
4023,5.8,3.276,0,08-12-2022 12:50,5.79,3.28,0,21-12-2022 16:23
4024,5.88,3.283,0,08-12-2022 12:50,5.79,3.286,0,21-12-2022 16:23
4025,5.89,3.281,0,08-12-2022 12:51,5.69,3.28,0,21-12-2022 16:24
4026,5.75,3.281,0,08-12-2022 12:51,5.79,3.281,0,21-12-2022 16:24
4027,5.77,3.28,0,08-12-2022 12:51,5.83,3.279,0,21-12-2022 16:24
4028,5.88,3.282,0,08-12-2022 12:51,5.79,3.28,0,21-12-2022 16:24
4029,5.7,3.277,0,08-12-2022 12:51,5.73,3.28,0,21-12-2022 16:24
4030,5.77,3.282,0,08-12-2022 12:51,5.72,3.28,0,21-12-2022 16:24
4031,5.77,3.28,0,08-12-2022 12:51,5.79,3.277,0,21-12-2022 16:25
4032,5.74,3.283,0,08-12-2022 12:51,5.79,3.279,0,21-12-2022 16:25
4033,5.72,3.276,0,08-12-2022 12:52,5.9,3.28,0,21-12-2022 16:25
4034,5.85,3.28,0,08-12-2022 12:52,5.72,3.279,0,21-12-2022 16:25
4035,5.71,3.268,0,08-12-2022 12:52,5.79,3.27,0,21-12-2022 16:25
4036,5.82,3.281,0,08-12-2022 12:52,5.9,3.279,0,21-12-2022 16:25
4037,5.77,3.279,0,08-12-2022 12:52,5.84,3.275,0,21-12-2022 16:25
4038,5.71,3.281,0,08-12-2022 12:52,5.79,3.28,0,21-12-2022 16:25
4039,5.79,3.281,0,08-12-2022 12:52,5.89,3.28,0,21-12-2022 16:26
4040,5.92,3.282,0,08-12-2022 12:52,5.89,3.279,0,21-12-2022 16:26
4041,5.7,3.281,0,08-12-2022 12:53,5.85,3.277,0,21-12-2022 16:26
4042,5.98,3.282,0,08-12-2022 12:53,5.84,3.279,0,21-12-2022 16:26
4043,5.87,3.28,0,08-12-2022 12:53,5.79,3.284,0,21-12-2022 16:26
4044,5.82,3.278,0,08-12-2022 12:53,5.72,3.28,0,21-12-2022 16:26
4045,5.8,3.28,0,08-12-2022 12:53,5.84,3.282,0,21-12-2022 16:26
4046,5.95,3.281,0,08-12-2022 12:53,5.76,3.28,0,21-12-2022 16:27
4047,5.93,3.285,0,08-12-2022 12:54,5.81,3.282,0,21-12-2022 16:27
4048,5.76,3.28,0,08-12-2022 12:54,5.84,3.282,0,21-12-2022 16:27
4049,5.93,3.277,0,08-12-2022 12:54,5.88,3.275,0,21-12-2022 16:27
4050,5.79,3.281,0,08-12-2022 12:54,5.8,3.28,0,21-12-2022 16:27
4051,5.8,3.281,0,08-12-2022 12:54,5.86,3.28,0,21-12-2022 16:27
4052,5.74,3.282,0,08-12-2022 12:54,5.79,3.287,0,21-12-2022 16:28
4053,5.83,3.281,0,08-12-2022 12:54,5.78,3.28,0,21-12-2022 16:28
4054,5.86,3.275,0,08-12-2022 12:54,5.74,3.27,0,21-12-2022 16:28
4055,5.93,3.282,0,08-12-2022 12:55,6,3.28,0,21-12-2022 16:28
4056,5.8,3.273,0,08-12-2022 12:55,6,3.27,0,21-12-2022 16:28
4057,5.97,3.28,0,08-12-2022 12:55,5.81,3.282,0,21-12-2022 16:28
4058,5.71,3.274,0,08-12-2022 12:55,5.89,3.277,0,21-12-2022 16:28
4059,5.8,3.276,0,08-12-2022 12:55,5.79,3.274,0,21-12-2022 16:29
4060,5.78,3.278,0,08-12-2022 12:55,5.89,3.28,0,21-12-2022 16:29
4061,5.8,3.273,0,08-12-2022 13:40,5.83,3.27,0,21-12-2022 16:29
4062,5.77,3.279,0,08-12-2022 13:40,5.79,3.28,0,21-12-2022 16:29
4063,5.88,3.275,0,08-12-2022 13:40,5.84,3.277,0,21-12-2022 16:29
4064,5.88,3.279,0,08-12-2022 13:40,5.86,3.28,0,21-12-2022 16:29
4065,5.75,3.281,0,08-12-2022 13:41,5.82,3.279,0,21-12-2022 16:30
4066,5.81,3.279,0,08-12-2022 13:41,5.88,3.28,0,21-12-2022 16:30
4067,5.8,3.283,0,08-12-2022 13:41,5.81,3.28,0,21-12-2022 16:30
4068,5.97,3.277,0,08-12-2022 13:41,5.79,3.28,0,21-12-2022 16:31
4069,5.76,3.276,0,08-12-2022 13:41,5.79,3.277,0,21-12-2022 16:31
4070,5.77,3.254,0,08-12-2022 13:41,5.72,3.259,0,21-12-2022 16:31
4071,5.91,3.281,0,08-12-2022 13:41,5.83,3.28,0,21-12-2022 16:31
4072,5.85,3.281,0,08-12-2022 13:42,5.83,3.28,0,21-12-2022 16:31
4073,5.94,3.282,0,08-12-2022 13:42,5.88,3.28,0,21-12-2022 16:31
4074,5.79,3.281,0,08-12-2022 13:42,5.79,3.28,0,21-12-2022 16:31
4075,5.78,3.28,0,08-12-2022 13:42,5.73,3.282,0,21-12-2022 16:32
4076,5.77,3.27,0,08-12-2022 13:42,5.79,3.269,0,21-12-2022 16:32
4077,5.93,3.273,0,08-12-2022 13:42,5.88,3.27,0,21-12-2022 16:32
4078,5.9,3.28,0,08-12-2022 13:43,5.81,3.28,0,21-12-2022 16:32
4079,5.83,3.259,0,08-12-2022 13:43,5.74,3.26,0,21-12-2022 16:32
4080,5.78,3.28,0,08-12-2022 13:43,5.67,3.28,0,21-12-2022 16:32
4081,5.8,3.282,0,08-12-2022 13:46,5.72,3.28,0,21-12-2022 16:33
4082,5.79,3.283,0,08-12-2022 13:46,5.8,3.287,0,21-12-2022 16:33
4083,6.03,3.283,0,08-12-2022 13:46,5.98,3.287,0,21-12-2022 16:33
4084,5.75,3.28,0,08-12-2022 13:46,5.79,3.28,0,21-12-2022 16:33
4085,5.99,3.282,0,08-12-2022 13:46,5.81,3.286,0,21-12-2022 16:33
4086,5.91,3.282,0,08-12-2022 13:46,5.88,3.28,0,21-12-2022 16:36
4087,5.82,3.276,0,08-12-2022 13:46,5.88,3.275,0,21-12-2022 16:36
4088,6,3.281,0,08-12-2022 13:47,5.93,3.28,0,21-12-2022 16:36
4089,5.84,3.282,0,08-12-2022 13:47,5.88,3.287,0,21-12-2022 16:36
4090,5.79,3.274,0,08-12-2022 13:47,5.88,3.279,0,21-12-2022 16:37
4091,5.74,3.277,0,08-12-2022 13:47,5.87,3.275,0,21-12-2022 16:37
4092,5.8,3.282,0,08-12-2022 13:47,5.77,3.28,0,21-12-2022 16:37
4093,5.83,3.282,0,08-12-2022 13:47,5.94,3.28,0,21-12-2022 16:37
4094,5.88,3.28,0,08-12-2022 13:48,5.7,3.28,0,21-12-2022 16:37
4095,6.02,3.283,0,08-12-2022 13:48,5.82,3.287,0,21-12-2022 16:37
4096,5.87,3.27,0,08-12-2022 13:48,5.99,3.274,0,21-12-2022 16:37
4097,5.82,3.282,0,08-12-2022 13:48,5.83,3.28,0,21-12-2022 16:38
4098,5.87,3.282,0,08-12-2022 13:48,5.88,3.284,0,21-12-2022 16:38
4099,5.88,3.276,0,08-12-2022 13:48,5.83,3.28,0,21-12-2022 16:38
4100,5.77,3.281,0,08-12-2022 13:48,5.82,3.28,0,21-12-2022 16:38
4101,5.91,3.28,0,08-12-2022 13:52,5.88,3.282,0,21-12-2022 16:38
4102,5.88,3.271,0,08-12-2022 13:52,5.81,3.27,0,21-12-2022 16:38
4103,5.87,3.274,0,08-12-2022 13:52,5.88,3.269,0,21-12-2022 16:38
4104,5.69,3.272,0,08-12-2022 13:52,5.85,3.275,0,21-12-2022 16:39
4105,5.83,3.265,0,08-12-2022 13:52,5.76,3.267,0,21-12-2022 16:39
4106,5.78,3.28,0,08-12-2022 13:53,5.91,3.279,0,21-12-2022 16:39
4107,5.81,3.282,0,08-12-2022 13:53,5.97,3.28,0,21-12-2022 16:39
4108,5.76,3.274,0,08-12-2022 13:53,5.79,3.27,0,21-12-2022 16:39
4109,5.95,3.283,0,08-12-2022 13:53,5.83,3.282,0,21-12-2022 16:40
4110,5.79,3.28,0,08-12-2022 13:53,5.88,3.277,0,21-12-2022 16:40
4111,5.85,3.281,0,08-12-2022 13:53,5.83,3.282,0,21-12-2022 16:40
4112,5.69,3.28,0,08-12-2022 13:53,5.89,3.283,0,21-12-2022 16:40
4113,5.81,3.28,0,08-12-2022 13:54,5.77,3.277,0,21-12-2022 16:40
4114,5.87,3.266,0,08-12-2022 13:54,5.78,3.264,0,21-12-2022 16:40
4115,5.89,3.28,0,08-12-2022 13:54,5.75,3.278,0,21-12-2022 16:41
4116,5.92,3.28,0,08-12-2022 13:54,5.83,3.278,0,21-12-2022 16:41
4117,5.98,3.282,0,08-12-2022 13:54,5.88,3.28,0,21-12-2022 16:41
4118,5.84,3.281,0,08-12-2022 13:54,5.66,3.28,0,21-12-2022 16:41
4119,5.84,3.283,0,08-12-2022 13:54,5.75,3.282,0,21-12-2022 16:41
4120,5.82,3.282,0,08-12-2022 13:55,5.79,3.279,0,21-12-2022 16:41
4121,5.87,3.281,0,08-12-2022 13:55,5.88,3.28,0,21-12-2022 16:41
4122,5.99,3.272,0,08-12-2022 13:55,5.9,3.27,0,21-12-2022 16:42
4123,5.73,3.275,0,08-12-2022 13:55,5.83,3.277,0,21-12-2022 16:42
4124,6,3.279,0,08-12-2022 13:55,5.94,3.281,0,21-12-2022 16:42
4125,5.82,3.278,0,08-12-2022 13:55,5.74,3.276,0,21-12-2022 16:42
4126,5.9,3.28,0,08-12-2022 13:55,5.83,3.279,0,21-12-2022 16:43
4127,5.86,3.276,0,08-12-2022 13:56,5.95,3.277,0,21-12-2022 16:44
4128,5.88,3.283,0,08-12-2022 13:56,5.86,3.28,0,21-12-2022 16:44
4129,5.73,3.282,0,08-12-2022 13:56,5.71,3.28,0,21-12-2022 16:44
4130,5.94,3.281,0,08-12-2022 13:56,5.82,3.283,0,21-12-2022 16:44
4131,5.69,3.279,0,08-12-2022 13:56,5.88,3.277,0,21-12-2022 16:44
4132,5.7,3.279,0,08-12-2022 13:56,5.8,3.276,0,21-12-2022 16:45
4133,5.92,3.273,0,08-12-2022 13:56,5.73,3.27,0,21-12-2022 16:45
4134,5.72,3.28,0,08-12-2022 13:56,5.84,3.276,0,21-12-2022 16:45
4135,5.83,3.281,0,08-12-2022 13:57,5.81,3.279,0,21-12-2022 16:45
4136,5.91,3.283,0,08-12-2022 13:57,5.89,3.283,0,21-12-2022 16:45
4137,5.76,3.282,0,08-12-2022 13:57,5.88,3.28,0,21-12-2022 16:45
4138,5.83,3.28,0,08-12-2022 13:57,5.95,3.283,0,21-12-2022 16:46
4139,5.83,3.278,0,08-12-2022 13:57,5.87,3.281,0,21-12-2022 16:46
4140,5.73,3.281,0,08-12-2022 13:57,5.77,3.281,0,21-12-2022 16:46
4141,5.91,3.283,0,08-12-2022 13:58,5.89,3.281,0,21-12-2022 16:46
4142,5.86,3.281,0,08-12-2022 13:58,5.78,3.28,0,21-12-2022 16:46
4143,5.83,3.276,0,08-12-2022 13:58,5.78,3.276,0,21-12-2022 16:46
4144,5.74,3.282,0,08-12-2022 13:58,5.67,3.283,0,21-12-2022 16:46
4145,5.91,3.281,0,08-12-2022 13:58,5.94,3.281,0,21-12-2022 16:47
4146,5.83,3.273,0,08-12-2022 13:58,5.97,3.276,0,21-12-2022 16:47
4147,5.89,3.276,0,08-12-2022 13:58,5.82,3.277,0,21-12-2022 16:47
4148,5.82,3.275,0,08-12-2022 13:58,5.82,3.278,0,21-12-2022 16:47
4149,5.84,3.283,0,08-12-2022 13:59,5.8,3.28,0,21-12-2022 16:47
4150,5.78,3.282,0,08-12-2022 13:59,5.86,3.277,0,21-12-2022 16:47
4151,5.81,3.28,0,08-12-2022 13:59,5.91,3.278,0,21-12-2022 16:48
4152,5.76,3.28,0,08-12-2022 13:59,5.81,3.281,0,21-12-2022 16:48
4153,5.75,3.279,0,08-12-2022 13:59,5.88,3.277,0,21-12-2022 16:48
4154,5.75,3.284,0,08-12-2022 13:59,5.81,3.282,0,21-12-2022 16:48
4155,5.96,3.275,0,08-12-2022 13:59,5.88,3.279,0,21-12-2022 16:48
4156,5.86,3.278,0,08-12-2022 14:00,5.79,3.282,0,21-12-2022 16:48
4157,5.95,3.282,0,08-12-2022 14:00,5.85,3.28,0,21-12-2022 16:48
4158,5.98,3.275,0,08-12-2022 14:00,5.85,3.279,0,21-12-2022 16:48
4159,5.81,3.28,0,08-12-2022 14:00,5.71,3.282,0,21-12-2022 16:49
4160,5.95,3.283,0,08-12-2022 14:00,5.81,3.281,0,21-12-2022 16:49
4161,5.74,3.283,0,08-12-2022 14:00,5.87,3.28,0,21-12-2022 16:49
4162,5.69,3.277,0,08-12-2022 14:01,5.87,3.276,0,21-12-2022 16:49
4163,5.75,3.283,0,08-12-2022 14:01,5.84,3.279,0,21-12-2022 16:49
4164,5.98,3.278,0,08-12-2022 14:01,5.88,3.28,0,21-12-2022 16:49
4165,5.75,3.281,0,08-12-2022 14:01,5.82,3.277,0,21-12-2022 16:49
4166,5.96,3.275,0,08-12-2022 14:01,5.92,3.28,0,21-12-2022 16:50
4167,5.84,3.281,0,08-12-2022 14:01,5.65,3.281,0,21-12-2022 16:50
4168,5.91,3.282,0,08-12-2022 14:01,5.84,3.282,0,21-12-2022 16:50
4169,5.82,3.279,0,08-12-2022 14:01,5.82,3.281,0,21-12-2022 16:50
4170,5.86,3.281,0,08-12-2022 14:02,5.7,3.282,0,21-12-2022 16:50
4171,5.97,3.279,0,08-12-2022 14:02,5.92,3.276,0,21-12-2022 16:50
4172,5.89,3.279,0,08-12-2022 14:02,5.78,3.276,0,21-12-2022 16:50
4173,5.96,3.281,0,08-12-2022 14:02,5.88,3.285,0,21-12-2022 16:51
4174,5.69,3.283,0,08-12-2022 14:02,5.71,3.28,0,21-12-2022 16:51
4175,5.72,3.282,0,08-12-2022 14:02,5.9,3.285,0,21-12-2022 16:51
4176,5.8,3.283,0,08-12-2022 14:02,5.8,3.283,0,21-12-2022 16:51
4177,5.89,3.282,0,08-12-2022 14:02,5.87,3.28,0,21-12-2022 16:51
4178,5.81,3.282,0,08-12-2022 14:03,5.85,3.281,0,21-12-2022 16:51
4179,5.71,3.277,0,08-12-2022 14:03,5.9,3.281,0,21-12-2022 16:51
4180,5.79,3.279,0,08-12-2022 14:03,5.8,3.28,0,21-12-2022 16:52
4181,5.7,3.274,0,08-12-2022 14:03,5.88,3.27,0,21-12-2022 16:52
4182,5.81,3.28,0,08-12-2022 14:03,5.74,3.282,0,21-12-2022 16:52
4183,5.72,3.283,0,08-12-2022 14:04,5.72,3.282,0,21-12-2022 16:52
4184,5.88,3.28,0,08-12-2022 14:04,5.83,3.279,0,21-12-2022 16:52
4185,5.89,3.281,0,08-12-2022 14:04,5.79,3.281,0,21-12-2022 16:52
4186,5.81,3.282,0,08-12-2022 14:04,5.86,3.28,0,21-12-2022 16:57
4187,5.8,3.279,0,08-12-2022 14:04,5.79,3.281,0,21-12-2022 16:57
4188,5.97,3.281,0,08-12-2022 14:04,5.77,3.28,0,21-12-2022 16:57
4189,5.72,3.282,0,08-12-2022 14:04,5.79,3.279,0,21-12-2022 16:57
4190,5.87,3.282,0,08-12-2022 14:04,5.89,3.28,0,21-12-2022 16:57
4191,5.89,3.281,0,08-12-2022 14:05,5.9,3.279,0,21-12-2022 16:58
4192,5.86,3.279,0,08-12-2022 14:05,5.86,3.28,0,21-12-2022 16:58
4193,6.04,3.281,0,08-12-2022 14:05,5.88,3.277,0,21-12-2022 16:58
4194,5.92,3.281,0,08-12-2022 14:05,5.88,3.277,0,21-12-2022 16:58
4195,5.9,3.279,0,08-12-2022 14:05,5.79,3.282,0,21-12-2022 16:58
4196,5.88,3.26,0,08-12-2022 14:05,5.85,3.262,0,21-12-2022 16:58
